CERT,CHCLASS1,CITYST,COST,FAILDATE,FIN,ID,NAME,Asset,QBFDEP,RESTYPE,RESTYPE1,SAVR,AssetinBil
27126,SM,"BOCA RATON, FL",122301,3/5/2010,10192,3757,SUN AMERICAN BANK,"535,724.00",443481,FAILURE,PA,DIF,0.535724
34430,NM,"OGDEN, UT",71038,3/5/2010,10193,3758,CENTENNIAL BANK,"212,839.00",205076,FAILURE,PO,DIF,0.212839
34976,SB,"GERMANTOWN, MD",11322,3/5/2010,10190,3759,WATERFIELD BANK,"155,566.00",156188,FAILURE,DINB,DIF,0.155566
38129,SI,"TACOMA, WA",2752,2/26/2010,10189,3754,RAINIER PACIFIC BANK,"717,806.00",446192,FAILURE,PA,DIF,0.717806
58352,NM,"CARSON CITY, NV",14451,2/26/2010,10188,3755,CARSON RIVER COMMUNITY BANK,"51,095.00",50024,FAILURE,PA,DIF,0.051095
3287,N,"LA COSTE, TX",5709,2/19/2010,10186,3750,THE LA COSTE NATIONAL BANK,"53,936.00",49275,FAILURE,PA,DIF,0.053936
29952,SI,"ORLAND PARK, IL",118852,2/19/2010,10184,3751,GEORGE WASHINGTON SAVINGS BANK,"413,673.00",395310,FAILURE,PA,DIF,0.413673
32423,SB,"LA JOLLA, CA",560147,2/19/2010,10185,3752,"LA JOLLA BANK, FSB","3,646,071.00",2799362,FAILURE,PA,DIF,3.646071
57586,SM,"MARCO ISLAND, FL",25614,2/19/2010,10187,3753,MARCO COMMUNITY BANK,"119,578.00",117097,FAILURE,PA,DIF,0.119578
15448,NM,"HANCOCK, MN",4521,2/5/2010,10183,3749,1ST AMERICAN STATE BANK OF MINNESOTA,"18,155.00",16327,FAILURE,PA,DIF,0.018155
5672,NM,"IMMOKALEE, FL",308984,1/29/2010,10181,3743,FLORIDA COMMUNITY BANK,"835,701.00",776556,FAILURE,PA,DIF,0.835701
5702,NM,"CORNELIA, GA",477591,1/29/2010,10180,3744,COMMUNITY BANK & TRUST,"1,181,717.00",1067957,FAILURE,PA,DIF,1.181717
16133,N,"HALLOCK, MN",1063,1/29/2010,10182,3745,"MARSHALL BANK, NATIONAL ASSOCIATION","58,566.00",55662,FAILURE,PA,DIF,0.058566
16480,N,"CARROLLTON, GA",203881,1/29/2010,10179,3746,FIRST NATIONAL BANK OF GEORGIA,"840,633.00",780196,FAILURE,PA,DIF,0.840633
16730,NM,"BAINBRIDGE ISLAND, WA",28352,1/29/2010,10178,3747,AMERICAN MARINE BANK,"329,246.00",287443,FAILURE,PA,DIF,0.329246
23011,NM,"LOS ANGELES, CA",224134,1/29/2010,10177,3748,FIRST REGIONAL BANK,"2,082,684.00",1664450,FAILURE,PA,DIF,2.082684
8265,NM,"LEETON, MO",7092,1/22/2010,10174,3738,BANK OF LEETON,"20,128.00",20335,FAILURE,PA,DIF,0.020128
20501,NM,"SEATTLE, WA",43422,1/22/2010,10172,3739,EVERGREEN BANK,"395,980.00",340378,FAILURE,PA,DIF,0.39598
22469,NM,"THE DALLES, OR",54899,1/22/2010,10176,3740,COLUMBIA RIVER BANK,"955,112.00",908132,FAILURE,PA,DIF,0.955112
32498,SB,"SANTA FE, NM",127197,1/22/2010,10175,3741,CHARTER BANK,"1,201,922.00",859933,FAILURE,PA,DIF,1.201922
57147,NM,"MIAMI, FL",84454,1/22/2010,10173,3742,PREMIER AMERICAN BANK,"299,225.00",285554,FAILURE,PA,DIF,0.299225
1252,SM,"KAYSVILLE, UT",108267,1/15/2010,10171,3735,BARNES BANKING COMPANY,"709,171.00",697109,FAILURE,DINB,DIF,0.709171
17522,NM,"ST. STEPHEN, MN",7707,1/15/2010,10169,3736,ST. STEPHEN STATE BANK,"22,895.00",23912,FAILURE,PA,DIF,0.022895
34705,NM,"ANTIOCH, IL",23289,1/15/2010,10170,3737,TOWN COMMUNITY BANK AND TRUST,"70,758.00",68323,FAILURE,PA,DIF,0.070758
22977,NM,"BELLINGHAM, WA",205488,1/8/2010,10168,3734,HORIZON BANK,"1,188,956.00",1049063,FAILURE,PA,DIF,1.188956
1006,NM,"NEW BALTIMORE, MI",68965,12/18/2009,10162,3727,CITIZENS STATE BANK,"168,551.00",157149,FAILURE,DINB,DIF,0.168551
26348,NM,"LA JOLLA, CA",271489,12/18/2009,10161,3728,IMPERIAL CAPITAL BANK,"4,046,888.00",2822300,FAILURE,PA,DIF,4.046888
26820,SM,"SPRINGFIELD, IL",0,12/18/2009,10166,3729,INDEPENDENT BANKERS' BANK,"585,508.00",511473,FAILURE,PI,DIF,0.585508
28536,SB,"SANTA MONICA, CA",0,12/18/2009,10167,3730,"FIRST FEDERAL BANK OF CALIFORNIA,  A FEDERAL SAVINGS BANK","6,143,903.00",4538607,FAILURE,PA,DIF,6.143903
32167,SB,"PANAMA CITY, FL",597058,12/18/2009,10165,3731,PEOPLES FIRST COMMUNITY BANK,"1,795,420.00",1684443,FAILURE,PA,DIF,1.79542
32276,SB,"IRONDALE, AL",311641,12/18/2009,10163,3732,NEW SOUTH FEDERAL SAVINGS BANK,"1,464,127.00",1163916,FAILURE,PA,DIF,1.464127
58315,NM,"ATLANTA, GA",99273,12/18/2009,10164,3733,ROCKBRIDGE COMMERCIAL BANK,"294,024.00",291707,FAILURE,PO,DIF,0.294024
4731,SM,"OVERLAND PARK, KS",93393,12/11/2009,10160,3724,SOLUTIONSBANK,"511,103.00",421271,FAILURE,PA,DIF,0.511103
22846,N,"MIAMI, FL",77977,12/11/2009,10158,3725,"REPUBLIC FEDERAL BANK, N.A.","433,011.00",352695,FAILURE,PA,DIF,0.433011
58399,N,"MESA, AZ",15047,12/11/2009,10159,3726,"VALLEY CAPITAL BANK, N.A.","40,270.00",41312,FAILURE,PA,DIF,0.04027
10440,NM,"AURORA, IL",79321,12/4/2009,10154,3718,BENCHMARK BANK,"173,062.00",182760,FAILURE,PA,DIF,0.173062
12080,NM,"REIDSVILLE, GA",14705,12/4/2009,10153,3719,THE TATNALL BANK,"49,612.00",47100,FAILURE,PA,DIF,0.049612
26290,N,"NORCROSS, GA",34282,12/4/2009,10157,3720,FIRST SECURITY NATIONAL BANK,"127,455.00",121645,FAILURE,PA,DIF,0.127455
29776,SB,"CLEVELAND, OH",1699288,12/4/2009,10155,3721,AMTRUST BANK,"11,438,990.00",8558609,FAILURE,PA,DIF,11.43899
32583,SB,"RESTON, VA",26610,12/4/2009,10156,3722,GREATER ATLANTIC BANK,"203,262.00",179248,FAILURE,PA,DIF,0.203262
34663,NM,"ATLANTA, GA",310552,12/4/2009,10152,3723,THE BUCKHEAD COMMUNITY BANK,"856,236.00",813668,FAILURE,PA,DIF,0.856236
58016,NM,"FORT MYERS, FL",32236,11/20/2009,10151,3717,COMMERCE BANK OF SOUTHWEST FLORIDA,"70,997.00",72821,FAILURE,PA,DIF,0.070997
22427,SM,"NAPLES, FL",713129,11/13/2009,10149,3714,ORION BANK,"2,612,515.00",2169446,FAILURE,PA,DIF,2.612515
32267,SB,"SARASOTA, FL",306877,11/13/2009,10148,3715,"CENTURY BANK, A FEDERAL SAVINGS BANK","755,923.00",659742,FAILURE,PA,DIF,0.755923
57914,N,"SAN CLEMENTE, CA",33470,11/13/2009,10150,3716,PACIFIC COAST NATIONAL BANK,"131,418.00",128867,FAILURE,PA,DIF,0.131418
19450,NM,"ST LOUIS, MO",11648,11/6/2009,10146,3709,GATEWAY BANK OF ST LOUIS,"26,882.00",27534,FAILURE,PA,DIF,0.026882
22286,NM,"SPARTA, GA",60895,11/6/2009,10145,3710,UNITED SECURITY BANK,"153,639.00",149616,FAILURE,PA,DIF,0.153639
30329,SB,"DETROIT, MI",8612,11/6/2009,10144,3711,HOME FEDERAL SAVINGS BANK,"12,994.00",12730,FAILURE,PA,DIF,0.012994
32469,NM,"SAN FRANCISCO, CA",582445,11/6/2009,10147,3712,UNITED COMMERCIAL BANK,"10,895,336.00",7653666,FAILURE,PA,DIF,10.895336
35074,NM,"OAKDALE, MN",31685,11/6/2009,10143,3713,PROSPERAN BANK,"197,442.00",182794,FAILURE,PA,DIF,0.197442
11677,N,"CHICAGO, IL",7550,10/30/2009,10140,3700,PARK NATIONAL BANK,"4,680,881.00",3716626,FAILURE,PA,DIF,4.680881
18776,NM,"HOUSTON, TX",12000,10/30/2009,10138,3701,NORTH HOUSTON BANK,"325,474.00",307166,FAILURE,PA,DIF,0.325474
23594,N,"SAN DIEGO, CA",39743,10/30/2009,10135,3702,SAN DIEGO NATIONAL BANK,"3,594,544.00",2891576,FAILURE,PA,DIF,3.594544
25222,N,"TEAGUE, TX",5846,10/30/2009,10141,3703,CITIZENS NATIONAL BANK,"118,236.00",97590,FAILURE,PA,DIF,0.118236
30006,N,"SAN FRANCISCO, CA",61992,10/30/2009,10139,3704,PACIFIC NATIONAL BANK,"2,319,263.00",1757986,FAILURE,PA,DIF,2.319263
32218,N,"PHOENIX, AZ",11741,10/30/2009,10136,3705,"BANK USA, NA","213,205.00",170685,FAILURE,PA,DIF,0.213205
33782,NM,"MADISONVILLE, TX",0,10/30/2009,10142,3706,MADISONVILLE STATE BANK,"256,330.00",224653,FAILURE,PA,DIF,0.25633
34659,N,"LOS ANGELES, CA",186536,10/30/2009,10134,3707,CALIFORNIA NATIONAL BANK,"7,781,100.00",6145207,FAILURE,PA,DIF,7.7811
35291,NM,"LEMONT, IL",25945,10/30/2009,10137,3708,COMMUNITY BANK OF LEMONT,"81,843.00",80688,FAILURE,PA,DIF,0.081843
18321,SM,"RACINE, WI",99463,10/23/2009,10132,3693,BANK OF ELMWOOD,"327,444.00",272782,FAILURE,PA,DIF,0.327444
35038,NM,"WESTMONT, IL",85319,10/23/2009,10128,3694,FIRST DUPAGE BANK,"262,093.00",253992,FAILURE,PA,DIF,0.262093
35044,N,"BRADENTON, FL",62112,10/23/2009,10129,3695,FLAGSHIP NATIONAL BANK,"177,563.00",170118,FAILURE,PA,DIF,0.177563
57525,NM,"OSTEGO, MN",23476,10/23/2009,10133,3696,RIVERVIEW COMMUNITY BANK,"99,057.00",75012,FAILURE,PA,DIF,0.099057
57794,NM,"LAWRENCEVILLE, GA",44018,10/23/2009,10127,3697,AMERICAN UNITED BANK,"110,094.00",102386,FAILURE,PA,DIF,0.110094
57959,SB,"NAPLES, FL",31809,10/23/2009,10130,3698,PARTNERS BANK,"65,498.00",64798,FAILURE,PA,DIF,0.065498
58336,NM,"NAPLES, FL",42976,10/23/2009,10131,3699,HILLCREST BANK FLORIDA,"82,774.00",83254,FAILURE,PA,DIF,0.082774
23266,SM,"BAKERSFIELD, CA",79080,10/16/2009,10126,3692,SAN JOAQUIN BANK,"766,359.00",626359,FAILURE,PA,DIF,0.766359
11416,NM,"SPRING GROVE, MN",18876,10/2/2009,10124,3689,JENNINGS STATE BANK,"52,347.00",50801,FAILURE,PA,DIF,0.052347
34824,SM,"WARREN, MI",218462,10/2/2009,10125,3690,WARREN BANK,"504,816.00",467767,FAILURE,PA,DIF,0.504816
57263,N,"PUEBLO, CO",8323,10/2/2009,10123,3691,SOUTHERN COLORADO NATIONAL BANK,"37,142.00",29568,FAILURE,PA,DIF,0.037142
57151,NM,"ATLANTA, GA",960820,9/25/2009,10122,3688,GEORGIAN BANK,"2,230,230.00",1960123,FAILURE,PA,DIF,2.23023
10100,SM,"COLUMBUS, IN",756246,9/18/2009,10120,3686,IRWIN UNION BANK AND TRUST COMPANY,"2,839,747.00",2254025,FAILURE,PA,DIF,2.839747
57068,SB,"LOUISVILLE, KY",114006,9/18/2009,10121,3687,"IRWIN UNION BANK, FSB","518,151.00",462611,FAILURE,PA,DIF,0.518151
13693,N,"CHICAGO, IL",0,9/11/2009,10117,3683,"CORUS BANK, N.A.","7,003,321.00",7060693,FAILURE,PA,DIF,7.003321
22868,NM,"LACEY, WA",201128,9/11/2009,10119,3684,VENTURE BANK,"968,385.00",917729,FAILURE,PA,DIF,0.968385
57736,NM,"WOODBURY, MN",24597,9/11/2009,10118,3685,BRICKWELL COMMUNITY BANK,"72,576.00",64981,FAILURE,PA,DIF,0.072576
20203,NM,"OAK FOREST, IL",56911,9/4/2009,10113,3678,INBANK,"209,848.00",209211,FAILURE,PA,DIF,0.209848
25231,NM,"KANSAS CITY, MO",7548,9/4/2009,10112,3679,FIRST BANK OF KANSAS CITY,"15,723.00",14479,FAILURE,PA,DIF,0.015723
27732,SB,"SIOUX CITY, IA",101576,9/4/2009,10116,3680,VANTUS BANK,"503,643.00",394369,FAILURE,PA,DIF,0.503643
34875,NM,"FLAGSTAFF, AZ",49833,9/4/2009,10114,3681,FIRST STATE BANK,"107,235.00",95734,FAILURE,PA,DIF,0.107235
35030,SB,"ROLLING MEADOWS, IL",0,9/4/2009,10115,3682,PLATINUM COMMUNITY BANK,"147,961.00",110186,FAILURE,PO,DIF,0.147961
1909,NM,"FOREST LAKE, MN",89930,8/28/2009,10111,3675,MAINSTREET BANK,"458,533.00",432818,FAILURE,PA,DIF,0.458533
27197,NM,"VENTURA, CA",234069,8/28/2009,10110,3676,AFFINITY BANK,"1,211,431.00",905593,FAILURE,PA,DIF,1.211431
28312,SB,"BALTIMORE, MD",46897,8/28/2009,10109,3677,BRADFORD BANK,"451,888.00",382159,FAILURE,PA,DIF,0.451888
22130,SM,"BIRMINGHAM, AL",126332,8/21/2009,10106,3671,CAPITALSOUTH BANK,"586,586.00",539422,FAILURE,PA,DIF,0.586586
32618,SB,"AUSTIN, TX",0,8/21/2009,10105,3672,GUARANTY BANK,"13,464,352.00",11984112,FAILURE,PA,DIF,13.464352
34682,SB,"ATLANTA, GA",49948,8/21/2009,10107,3673,EBANK,"144,688.00",131510,FAILURE,PA,DIF,0.144688
57702,NM,"NEWNAN, GA",66684,8/21/2009,10108,3674,FIRST COWETA,"163,755.00",154903,FAILURE,PA,DIF,0.163755
9609,NM,"MONTGOMERY, AL",2414792,8/14/2009,10103,3666,COLONIAL BANK,"25,455,112.00",20072099,FAILURE,PA,DIF,25.455112
31559,SL,"PITTSBURGH, PA",8352,8/14/2009,10104,3667,DWELLING HOUSE SAVINGS AND LOAN,"12,947.00",12984,FAILURE,PA,DIF,0.012947
34043,SM,"LAS VEGAS, NV",558742,8/14/2009,10100,3668,COMMUNITY BANK OF NEVADA,"1,397,798.00",1372744,FAILURE,DINB,DIF,1.397798
34485,N,"GILBERT, AZ",52157,8/14/2009,10102,3669,"UNION BANK, NATIONAL ASSOCIATION","119,529.00",110362,FAILURE,PA,DIF,0.119529
57645,NM,"PHOENIX, AZ",26884,8/14/2009,10101,3670,COMMUNITY BANK OF ARIZONA,"158,517.00",143834,FAILURE,PA,DIF,0.158517
23268,SM,"PRINEVILLE, OR",73567,8/7/2009,10092,3663,COMMUNITY FIRST BANK,"199,508.00",180691,FAILURE,PA,DIF,0.199508
27183,N,"VENICE, FL",25369,8/7/2009,10099,3664,COMMUNITY NATIONAL BANK OF SARASOTA COUNTY,"92,528.00",92352,FAILURE,PA,DIF,0.092528
27364,NM,"SARASOTA, FL",119466,8/7/2009,10098,3665,FIRST STATE BANK,"447,667.00",394701,FAILURE,PA,DIF,0.447667
9873,NM,"ALTUS, OK",25969,7/31/2009,10093,3658,FIRST STATE BANK OF ALTUS,"90,867.00",98161,FAILURE,PA,DIF,0.090867
18659,NM,"HARVEY, IL",793841,7/31/2009,10094,3659,MUTUAL BANK,"1,595,657.00",1546525,FAILURE,PA,DIF,1.595657
32288,SB,"WEST CHESTER, OH",61523,7/31/2009,10096,3660,PEOPLES COMMUNITY BANK,"606,153.00",538787,FAILURE,PA,DIF,0.606153
34270,NM,"ELIZABTH, NJ",20048,7/31/2009,10097,3661,FIRST BANKAMERICANO,"163,372.00",155463,FAILURE,PA,DIF,0.163372
57604,NM,"JUPITER, FL",36586,7/31/2009,10095,3662,INTEGRITY BANK,"105,298.00",98511,FAILURE,PA,DIF,0.105298
8486,NM,"GRAY, GA",98201,7/24/2009,10088,3651,SECURITY BANK OF JONES COUNTY,"432,712.00",375238,FAILURE,PA,DIF,0.432712
27048,NM,"PERRY, GA",50980,7/24/2009,10087,3652,SECURITY BANK OF HOUSTON COUNTY,"371,624.00",313155,FAILURE,PA,DIF,0.371624
27367,NM,"MACON, GA",414269,7/24/2009,10085,3653,SECURITY BANK OF BIBB COUNTY,"943,744.00",831437,FAILURE,PA,DIF,0.943744
57105,NM,"WOODSTOCK, GA",102031,7/24/2009,10090,3654,SECURITY BANK OF NORTH METRO,"184,184.00",182413,FAILURE,PA,DIF,0.184184
57346,NM,"SUWANNEE, GA",193409,7/24/2009,10086,3655,SECURITY BANK OF GWINNETT COUNTY,"259,182.00",256578,FAILURE,PA,DIF,0.259182
57430,NM,"ALPHARETTA, GA",49000,7/24/2009,10089,3656,SECURITY BANK OF NORTH FULTON,"190,564.00",179523,FAILURE,PA,DIF,0.190564
58065,NM,"WILLIAMSVILLE, NY",7875,7/24/2009,10091,3657,WATERFORD VILLAGE BANK,"55,707.00",56145,FAILURE,PA,DIF,0.055707
23556,N,"RANCHO CUCAMONGA, CA",278591,7/17/2009,10083,3647,"VINEYARD BANK, NATIONAL ASSOCIATION","1,638,378.00",1526186,FAILURE,PA,DIF,1.638378
34103,SM,"SIOUX FALLS, SD",110201,7/17/2009,10081,3648,BANKFIRST,"210,844.00",232203,FAILURE,PA,DIF,0.210844
34341,NM,"TEMECULA, CA",227400,7/17/2009,10082,3649,TEMECULA VALLEY BANK,"1,396,622.00",1276287,FAILURE,PA,DIF,1.396622
34594,NM,"WINDER, GA",37998,7/17/2009,10084,3650,FIRST PIEDMONT BANK,"114,113.00",108499,FAILURE,PA,DIF,0.114113
22754,NM,"THERMOPOLIS, WY",32543,7/10/2009,10080,3646,BANK OF WYOMING,"70,188.00",66598,FAILURE,PA,DIF,0.070188
3644,N,"DANVILLE, IL",24202,7/2/2009,10078,3639,THE FIRST NATIONAL BANK OF DANVILLE,"148,218.00",140185,FAILURE,PA,DIF,0.148218
9262,NM,"ELIZABETH, IL",9832,7/2/2009,10073,3640,THE ELIZABETH STATE BANK,"55,027.00",48131,FAILURE,PA,DIF,0.055027
11710,NM,"WINCHESTER, IL",8030,7/2/2009,10077,3641,THE FIRST STATE BANK OF WINCHESTER,"30,073.00",30806,FAILURE,PA,DIF,0.030073
12093,NM,"CLINTON, IL",14315,7/2/2009,10076,3642,THE JOHN WARNER BANK,"69,609.00",65179,FAILURE,PA,DIF,0.069609
15302,NM,"OREGON, IL",18558,7/2/2009,10075,3643,ROCK RIVER BANK,"74,808.00",74896,FAILURE,PA,DIF,0.074808
18390,NM,"WORTH, IL",129512,7/2/2009,10074,3644,FOUNDERS BANK,"889,172.00",832160,FAILURE,PA,DIF,0.889172
57667,NM,"DALLAS, TX",52700,7/2/2009,10079,3645,MILLENNIUM STATE BANK OF TEXAS,"118,601.00",115478,FAILURE,PA,DIF,0.118601
9744,NM,"PINE CITY, MN",24010,6/26/2009,10070,3634,HORIZON BANK,"84,763.00",69254,FAILURE,PA,DIF,0.084763
35285,SM,"NEWNAN, GA",80745,6/26/2009,10069,3635,NEIGHBORHOOD COMMUNITY BANK,"212,616.00",190070,FAILURE,PA,DIF,0.212616
57332,NM,"LOS ANGELES, CA",45309,6/26/2009,10072,3636,MIRAE BANK,"480,619.00",409951,FAILURE,PA,DIF,0.480619
57436,SM,"VILLA RICA, GA",72063,6/26/2009,10068,3637,COMMUNITY BANK OF WEST GEORGIA,"201,222.00",189398,FAILURE,PO,DIF,0.201222
57893,NM,"IRVINE, CA",32168,6/26/2009,10071,3638,METROPACIFIC BANK,"75,316.00",70078,FAILURE,PA,DIF,0.075316
4614,N,"ANTHONY, KS",33230,6/19/2009,10066,3631,FIRST NATIONAL BANK OF ANTHONY,"156,954.00",142551,FAILURE,PA,DIF,0.156954
27837,NM,"WILMINGTON, NC",287345,6/19/2009,10065,3632,COOPERATIVE BANK,"966,778.00",768479,FAILURE,PA,DIF,0.966778
35251,NM,"FAYETTEVILLE, GA",136636,6/19/2009,10067,3633,SOUTHERN COMMUNITY BANK,"371,695.00",297962,FAILURE,PA,DIF,0.371695
17309,NM,"LINCOLNWOOD, IL",71129,6/5/2009,10064,3630,BANK OF LINCOLNWOOD,"212,718.00",209285,FAILURE,PA,DIF,0.212718
5757,N,"MACOMB, IL",31292,5/22/2009,10063,3628,CITIZENS NATIONAL BANK,"438,560.00",393635,FAILURE,PA,DIF,0.43856
35175,NM,"CHAMPAIGN, IL",92681,5/22/2009,10062,3629,STRATEGIC CAPITAL BANK,"546,576.00",479384,FAILURE,PA,DIF,0.546576
32247,SB,"CORAL GABLES, FL",5228684,5/21/2009,10061,3627,"BANKUNITED, FSB","13,111,463.00",8775985,FAILURE,PA,DIF,13.111463
34843,NM,"BREMERTON, WA",81292,5/8/2009,10060,3626,WESTSOUND BANK,"334,608.00",304464,FAILURE,PA,DIF,0.334608
26535,N,"ATLANTA, GA",646009,5/1/2009,10059,3623,"SILVERTON BANK, NATIONAL ASSOCIATION","4,157,246.00",3314928,FAILURE,PO,DIF,4.157246
35461,NM,"LAYTON, UT",114677,5/1/2009,10057,3624,AMERICA WEST BANK,"281,564.00",286040,FAILURE,PA,DIF,0.281564
57563,NM,"RIDGEWOOD, NJ",18402,5/1/2009,10058,3625,CITIZENS COMMUNITY BANK,"40,657.00",40664,FAILURE,PA,DIF,0.040657
32069,NM,"CALABASAS, CA",8913,4/24/2009,10054,3619,FIRST BANK OF BEVERLY HILLS,"1,260,354.00",866492,FAILURE,PO,DIF,1.260354
34369,SM,"FARMINGTON HILLS, MI",48746,4/24/2009,10056,3620,MICHIGAN HERITAGE BANK,"167,710.00",149065,FAILURE,PA,DIF,0.16771
34396,SB,"KETCHUM, ID",109638,4/24/2009,10055,3621,"FIRST BANK OF IDAHO, FSB","490,656.00",370580,FAILURE,PA,DIF,0.490656
57943,NM,"KENNESAW, GA",32962,4/24/2009,10053,3622,AMERICAN SOUTHERN BANK,"105,950.00",105940,FAILURE,PA,DIF,0.10595
8266,SB,"SUGAR CREEK, MO",44669,4/17/2009,10052,3617,AMERICAN STERLING BANK,"166,456.00",170946,FAILURE,PA,DIF,0.166456
33824,NM,"ELKO, NV",20023,4/17/2009,10051,3618,GREAT BASIN BANK OF NEVADA,"238,940.00",220834,FAILURE,PA,DIF,0.23894
34639,NM,"WILMINGTON, NC",118565,4/10/2009,10049,3615,CAPE FEAR BANK,"492,418.00",402820,FAILURE,PA,DIF,0.492418
34881,NM,"GREELEY, CO",913710,4/10/2009,10050,3616,NEW FRONTIER BANK,"1,774,588.00",1496347,FAILURE,DINB,DIF,1.774588
22238,N,"ATLANTA, GA",292255,3/27/2009,10048,3614,OMNI NATIONAL BANK,"979,585.00",813205,FAILURE,PO,DIF,0.979585
4754,N,"PAOLA, KS",134593,3/20/2009,10046,3611,"TEAMBANK, N.A.","669,830.00",532520,FAILURE,PA,DIF,0.66983
18243,NM,"STOCKBRIDGE, GA",135547,3/20/2009,10047,3612,FIRSTCITY BANK,"285,015.00",259056,FAILURE,PO,DIF,0.285015
18896,N,"COLORADO SPRINGS, CO",12687,3/20/2009,10045,3613,COLORADO NATIONAL BANK,"123,508.00",85150,FAILURE,PA,DIF,0.123508
57558,NM,"COMMERCE, GA",43267,3/6/2009,10044,3610,FREEDOM BANK OF GEORGIA,"172,454.00",159048,FAILURE,PA,DIF,0.172454
20078,NM,"GLENWOOD, IL",48231,2/27/2009,10042,3608,HERITAGE COMMUNITY BANK,"235,154.00",225735,FAILURE,PA,DIF,0.235154
34820,NM,"HENDERSON, NV",32328,2/27/2009,10043,3609,SECURITY SAVINGS BANK,"238,307.00",174872,FAILURE,PA,DIF,0.238307
35399,NM,"SILVERTON, OR",40949,2/20/2009,10041,3607,SILVER FALLS BANK,"134,206.00",115976,FAILURE,PA,DIF,0.134206
5431,NM,"LOUP CITY, NE",42684,2/13/2009,10039,3603,SHERMAN COUNTY BANK,"135,431.00",90647,FAILURE,PA,DIF,0.135431
16500,NM,"PITTSFIELD, IL",80894,2/13/2009,10037,3604,CORN BELT BANK AND TRUST COMPANY,"260,201.00",233788,FAILURE,PA,DIF,0.260201
34563,SM,"CAPE CORAL, FL",199818,2/13/2009,10038,3605,RIVERSIDE BANK OF THE GULF COAST,"523,673.00",422708,FAILURE,PA,DIF,0.523673
57342,NM,"BEAVERTON, OR",10218,2/13/2009,10040,3606,PINNACLE BANK,"71,921.00",64168,FAILURE,PA,DIF,0.071921
22574,SM,"MERCED, CA",61783,2/6/2009,10034,3600,COUNTY BANK,"1,711,552.00",1324635,FAILURE,PA,DIF,1.711552
23124,NM,"CULVER CITY, CA",118079,2/6/2009,10035,3601,ALLIANCE BANK,"1,113,361.00",951106,FAILURE,PA,DIF,1.113361
57017,NM,"MCDONOUGH, GA",151444,2/6/2009,10036,3602,FIRSTBANK FINANCIAL SERVICES,"317,237.00",279308,FAILURE,PA,DIF,0.317237
26538,N,"OCALA, FL",93805,1/30/2009,10032,3597,OCALA NATIONAL BANK,"219,424.00",204663,FAILURE,PA,DIF,0.219424
30763,SB,"CROFTON, MD",73819,1/30/2009,10033,3598,SUBURBAN FEDERAL SAVINGS BANK,"347,408.00",301847,FAILURE,PA,DIF,0.347408
58001,NM,"SALT LAKE CITY, UT",170125,1/30/2009,10031,3599,MAGNET BANK,"300,674.00",282578,FAILURE,PO,DIF,0.300674
33025,NM,"REDLANDS, CA",136041,1/23/2009,10030,3596,1ST CENTENNIAL BANK,"797,959.00",678570,FAILURE,PI,DIF,0.797959
19733,N,"BERKELEY, IL",80488,1/16/2009,10028,3587,NATIONAL BANK OF COMMERCE,"419,741.00",395868,FAILURE,PA,DIF,0.419741
25178,N,"SAN FRANCISCO, CA",,1/16/2009,0,3588,BANK OF AMERICA CALIFORNIA N.A.,"21,502,223.00",500,FAILURE,OBAM,DIF,21.502223
27374,NM,"SALT LAKE CITY, UT",,1/16/2009,0,3589,MERRILL LYNCH BANK USA,"61,809,503.00",53620324,FAILURE,OBAM,DIF,61.809503
33143,SB,"ALEXANDRIA, VA",,1/16/2009,0,3590,COUNTRYWIDE BANK FSB,"117,978,966.00",43663251,FAILURE,OBAM,DIF,117.978966
33318,N,"WILMINGTON, DE",,1/16/2009,0,3591,FIA CARD SERVICES N.A.,"159,637,136.00",9816599,FAILURE,OBAM,DIF,159.637136
34571,SB,"NEW YORK, NY",,1/16/2009,0,3592,MERRILL LYNCH BANK & TRUST CO FSB,"37,986,413.00",28539028,FAILURE,OBAM,DIF,37.986413
34959,NM,"VANCOUVER, WA",151029,1/16/2009,10029,3593,BANK OF CLARK COUNTY,"441,085.00",377506,FAILURE,PI,DIF,0.441085
35453,N,"PORTLAND, OR",,1/16/2009,0,3594,BANK OF AMERICA OREGON N.A.,"11,526,309.00",500,FAILURE,OBAM,DIF,11.526309
58032,N,"PROVIDENCE, RI",,1/16/2009,0,3595,BANK OF AMERICA RHODE ISLAND N.A.,"35,410,586.00",500,FAILURE,OBAM,DIF,35.410586
11568,NM,"SANDERSON, TX",7710,12/12/2008,10026,3584,SANDERSON STATE BANK,"38,217.00",32012,FAILURE,PA,DIF,0.038217
35379,NM,"DULUTH, GA",246888,12/12/2008,10027,3585,HAVEN TRUST BANK,"559,551.00",489692,FAILURE,PA,DIF,0.559551
34301,SM,"JACKSON, GA",86520,12/5/2008,10025,3583,FIRST GEORGIA COMMUNITY BANK,"256,371.00",215287,FAILURE,PA,DIF,0.256371
18708,SB,"WILMINGTON, DE",,11/23/2008,0,3579,"CITICORP TRUST BANK, FSB","19,599,414.00",7231013,FAILURE,OBAM,DIF,19.599414
18923,NM,"CENTURY CITY, CA",,11/23/2008,0,3580,CITIBANK (BANAMEX USA),"1,322,720.00",876086,FAILURE,OBAM,DIF,1.32272
